Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
0,0,0,0,61,4501.4337,0.015,0.036678391,0,0.2,May,4,5,3,2,Returning_Visitor,FALSE
0,0,0,0,68,3357.340476,0.018137255,0.028272059,0,1,May,3,2,6,2,Returning_Visitor,TRUE
1,273,2,178,5,121.5,0,0.008333333,0,0.8,May,2,2,3,2,New_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,4,3,2,Returning_Visitor,FALSE
7,356,1,37,61,683.1738095,0,0.006349206,0,0,May,2,2,1,3,New_Visitor,FALSE
4,74.33333333,3,10,2,73,0,0.044444444,0,0,May,3,2,1,6,New_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0.2,May,1,1,1,3,Returning_Visitor,FALSE
0,0,0,0,27,187,0,0.022222222,0,0,May,4,2,7,4,Returning_Visitor,FALSE
3,159,2,55.5,23,1100.125,0,0.011111111,0,0.4,May,3,2,4,14,Returning_Visitor,FALSE
4,92,0,0,19,473,0,0.004545455,0,0,May,3,2,3,1,Returning_Visitor,FALSE
0,0,0,0,14,340,0,0.015384615,23.388,0,May,2,2,3,1,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,13,Returning_Visitor,FALSE
0,0,1,41,45,1754,0,0.014534161,7.880478261,0,May,3,2,3,6,Returning_Visitor,TRUE
0,0,0,0,7,277,0,0.042857143,0,0.2,May,2,2,3,4,Returning_Visitor,FALSE
2,30.5,2,18,15,1518.097619,0,0.031764706,31.75764706,0,May,2,2,8,2,Returning_Visitor,FALSE
0,0,3,83,18,511.5,0.00952381,0.028571429,0,0,May,2,2,6,1,Returning_Visitor,FALSE
7,204.3875,4,187,61,776.4138158,0.015104167,0.016153274,0,0,May,3,2,6,3,Returning_Visitor,FALSE
1,11,0,0,4,1145,0.05,0.1,0,0.2,May,2,2,3,13,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,15,Returning_Visitor,TRUE
0,0,0,0,18,1748,0.047058824,0.064705882,0,0,May,1,1,1,3,Returning_Visitor,FALSE
3,30.25,0,0,21,327.2666667,0.017391304,0.02826087,68.85704348,0,May,2,2,1,3,Returning_Visitor,FALSE
0,0,0,0,8,111,0.1,0.125,0,0.8,May,2,2,4,13,Returning_Visitor,FALSE
0,0,1,226,19,797.1666667,0,0.014035088,0,0,May,3,3,6,4,Returning_Visitor,TRUE
0,0,0,0,2,121,0,0.05,0,0,May,3,2,1,3,Returning_Visitor,FALSE
0,0,0,0,4,992,0,0.05,0,0.2,May,2,2,4,13,Returning_Visitor,FALSE
1,6,0,0,61,3545.19127,0.008954009,0.057518519,0,0.6,May,2,2,4,2,Returning_Visitor,FALSE
0,0,0,0,5,197,0,0.06,0,0,May,2,2,7,3,Returning_Visitor,TRUE
2,121,0,0,30,1906.47619,0.011494253,0.024931582,0,0,May,2,4,3,2,Returning_Visitor,FALSE
2,26.66666667,0,0,20,819.2715686,0.007972028,0.043864469,0,0,May,2,2,1,2,Returning_Visitor,TRUE
0,0,0,0,12,70,0.15,0.166666667,0,0.4,May,1,1,3,3,Returning_Visitor,FALSE
0,0,0,0,25,934.3666667,0.024,0.054,0,0.6,May,2,2,6,13,Returning_Visitor,FALSE
0,0,0,0,8,72,0.025,0.05,0,0.4,May,2,2,1,4,Returning_Visitor,FALSE
0,0,0,0,4,1245,0,0.1,0,0,May,2,2,3,6,Returning_Visitor,FALSE
5,33.66666667,0,0,4,21.66666667,0,0.02,0,0,May,2,2,1,5,New_Visitor,FALSE
0,0,1,35,33,782.0833333,0,0.005882353,23.03329412,0,May,2,4,9,2,New_Visitor,FALSE
4,85.92857143,0,0,39,681.7619048,0.015384615,0.032988166,0,0,May,1,1,7,3,Returning_Visitor,FALSE
0,0,0,0,2,7,0,0.1,0,0,June,2,2,7,1,Returning_Visitor,FALSE
2,104.3,0,0,48,2307.661212,0.025510204,0.035488428,4.348145623,0,Oct,1,1,4,1,Returning_Visitor,TRUE
2,55.4,0,0,25,402.75,0.015384615,0.034065934,0,0,Jul,3,2,5,1,Returning_Visitor,FALSE
6,53,0,0,40,778.8333333,0,0.009469697,8.480846261,0,Aug,1,1,1,4,New_Visitor,TRUE
13,234.5666667,0,0,80,1807.227778,0.016091954,0.0348659,4.192980384,0,Jul,4,2,3,13,Returning_Visitor,FALSE
18,189.2646154,0,0,38,777.4146154,0.004255319,0.016960486,0,0,Sep,2,2,1,3,Returning_Visitor,TRUE
0,0,0,0,3,33.2,0,0.066666667,0,0,June,1,1,3,1,Returning_Visitor,TRUE
0,0,0,0,15,1069.7,0,0.046666667,0,0,Jul,3,2,6,1,Returning_Visitor,FALSE
4,54.2,1,33.2,64,1324.68,0,0.003864734,0,0,June,2,2,1,4,New_Visitor,FALSE
0,0,0,0,3,33.2,0.133333333,0.166666667,0,0,Aug,3,2,1,2,Returning_Visitor,TRUE
1,118.8,0,0,8,259.2,0,0.007407407,0,0,Sep,2,2,4,2,New_Visitor,FALSE
0,0,0,0,3,58.2,0.066666667,0.044444444,0,0,Aug,3,2,1,3,Returning_Visitor,FALSE
1,5,0,0,41,764.1333333,0,0.014444444,0,0,June,2,2,1,4,Returning_Visitor,FALSE
2,268.08,0,0,13,420.2466667,0.042105263,0.064912281,0,0,Sep,3,2,1,13,Returning_Visitor,TRUE
0,0,0,0,63,1779.163333,0.003278689,0.020243418,0,0,Aug,2,2,1,1,Returning_Visitor,FALSE
7,68.4,0,0,145,5175.377371,0.002666667,0.008978355,2.042762326,0,Aug,2,2,1,1,Returning_Visitor,FALSE
4,96.6,0,0,15,276.7333333,0.010526316,0.021052632,69.46239458,0,Oct,2,2,1,4,Returning_Visitor,TRUE
0,0,0,0,13,187,0,0,0,0,Sep,2,5,4,1,Returning_Visitor,FALSE
3,58.4,0,0,11,267.3,0,0.016666667,0,0,Nov,2,2,4,2,New_Visitor,TRUE
4,61.63333333,0,0,33,1804.011111,0,0.005022447,41.64590199,0,Nov,2,2,2,2,Returning_Visitor,FALSE
4,194.4,0,0,12,182.5142857,0,0.001666667,0,0,Oct,1,1,6,2,Returning_Visitor,FALSE
2,8,2,90.2,13,1286.050476,0.0125,0.019886364,0,0,Aug,2,2,3,2,Returning_Visitor,FALSE
1,66.4,0,0,39,606.3666667,0.015789474,0.026754386,0,0,Jul,2,2,1,4,Returning_Visitor,FALSE
2,13,0,0,16,346.3866667,0,0.029411765,0,0,Jul,3,2,3,4,Returning_Visitor,FALSE
8,166.7,0,0,9,171.7,0.016666667,0.05,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE
11,189.4833333,1,303.2,91,4864.147143,0,0.002380952,0,0,Oct,2,2,1,2,New_Visitor,TRUE
0,0,0,0,13,374.9,0,0.047619048,16.72561819,0,Aug,4,1,1,3,Returning_Visitor,FALSE
10,208.5133333,0,0,17,369.1,0,0.004,0,0,Sep,3,2,1,6,New_Visitor,FALSE
2,73.75,0,0,20,546.669697,0,0.004393939,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE
3,180.8,0,0,10,408.4666667,0,0,0,0,Aug,4,1,3,1,Returning_Visitor,TRUE
4,124.6,0,0,4,71,0,0.028571429,0,0,Jul,3,3,4,1,New_Visitor,FALSE
0,0,0,0,3,36.6,0,0.033333333,0,0,Aug,2,2,6,2,Returning_Visitor,FALSE
4,71.7,0,0,8,74.6,0.109090909,0.127272727,0,0,Jul,3,2,6,13,Returning_Visitor,FALSE
6,631.1073171,3,7.6,28,2104.573984,0.007189542,0.034273974,35.51518951,0,Nov,2,2,5,6,Returning_Visitor,FALSE
2,95.3,0,0,14,262.587619,0.0125,0.004910714,0,0,Nov,1,1,4,2,New_Visitor,FALSE
5,168.2,0,0,15,2026.633333,0.008333333,0.039,0,0,Nov,3,2,7,13,Returning_Visitor,FALSE
5,154.2,0,0,12,269.5357143,0.004444444,0.006111111,0,0,Aug,3,2,1,4,Returning_Visitor,FALSE
12,245.7333333,4,1511.7,439,21857.04648,0.003588626,0.012497612,11.43923328,0,Sep,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,15,431.2,0,0.007142857,0,0,Sep,2,5,9,5,New_Visitor,FALSE
11,362.3,0,0,41,1081.713333,0.01,0.028830409,27.5128393,0,Sep,2,2,1,1,Returning_Visitor,TRUE
3,90.7,3,65.4,13,1036.53178,0.035294118,0.048235852,19.74930078,0,Nov,3,2,1,4,Returning_Visitor,TRUE
8,760.9,3,206.1,36,2400.667778,0.008527132,0.02372093,0,0,Nov,1,2,7,2,Returning_Visitor,FALSE
1,17.2,0,0,11,394.8,0,0.027272727,0,0,Nov,2,2,4,13,Returning_Visitor,FALSE
3,80.6,2,16.2,33,770.1071795,0.005405405,0.016216216,0,0,Oct,3,2,1,5,Returning_Visitor,FALSE
6,177.6,0,0,17,284.7833333,0.009090909,0.022727273,31.99181419,0,Oct,4,1,1,2,Returning_Visitor,FALSE
4,103.8,0,0,14,314.2933333,0,0.013333333,79.44353446,0,Jul,2,2,5,2,New_Visitor,FALSE
0,0,0,0,2,179.8,0,0.033333333,0,0,Nov,3,3,1,3,New_Visitor,TRUE
3,230.1,0,0,35,905.1226263,0.017647059,0.019206774,0,0,Jul,3,2,6,1,Returning_Visitor,FALSE
0,0,0,0,9,257.9,0.011111111,0.044444444,0,0,June,1,1,1,20,Returning_Visitor,TRUE
0,0,0,0,32,1028.566667,0.0125,0.015625,0,0,Aug,1,1,6,3,Returning_Visitor,TRUE
1,55.4,0,0,29,451.7,0.003448276,0.022988506,0,0,Aug,2,2,3,4,Returning_Visitor,FALSE
2,21,0,0,9,84.1,0,0.006060606,0,0,Oct,2,2,3,2,New_Visitor,FALSE
6,186.6666667,2,100.8,11,347.4,0,0.015,0,0,Aug,3,2,4,5,Returning_Visitor,FALSE
0,0,0,0,8,286.7,0.05,0.075,0,0,Jul,3,2,1,1,Returning_Visitor,FALSE
3,37.6,0,0,12,299.2666667,0,0.030769231,0,0,Sep,3,2,1,6,Returning_Visitor,FALSE
0,0,3,541,32,776.9232515,0.001176471,0.013779093,0,0,Nov,1,1,3,20,Returning_Visitor,FALSE
1,7.1,0,0,16,222.2333333,0,0.029411765,0,0,June,2,5,3,2,Returning_Visitor,FALSE
0,0,0,0,4,39.95,0,0.05,0,0,Jul,3,2,1,4,Returning_Visitor,TRUE
3,41.2,1,99.8,2,10,0,0.033333333,0,0,Nov,1,2,4,2,Returning_Visitor,FALSE
3,142.2,0,0,24,755,0,0.007407407,0,0,Oct,2,5,7,2,New_Visitor,TRUE
3,89.25,0,0,8,67.85,0.018181818,0.033333333,0,0,June,2,2,8,1,Returning_Visitor,FALSE
0,0,0,0,5,150.8,0,0.02,0,0,Aug,1,1,1,2,Returning_Visitor,FALSE
3,96.8,0,0,29,2041.626667,0.026075269,0.047324629,0,0,Sep,2,2,3,1,Returning_Visitor,FALSE
5,87.8,0,0,38,842.4235931,0,0.011382114,52.28594057,0,Oct,1,1,1,2,Returning_Visitor,TRUE
0,0,0,0,5,60.9,0.04,0.12,0,0,Aug,1,1,1,3,Returning_Visitor,FALSE
4,54.93333333,0,0,35,1126.666667,0,0.005952381,28.32886648,0,Jul,2,2,7,2,Returning_Visitor,FALSE
1,27.2,0,0,21,1003.658333,0.010526316,0.019064327,0,0,Oct,3,2,4,20,Returning_Visitor,FALSE
3,86.95,6,173.2,17,481.31,0,0,27.69500776,0,Nov,2,2,9,20,New_Visitor,FALSE
5,49.8,0,0,32,955.3333333,0.01875,0.0390625,0,0,Aug,2,2,1,13,Returning_Visitor,FALSE
1,29.2,1,322.4,10,126.9333333,0.014285714,0.036904762,13.59420027,0,Sep,2,2,1,2,Returning_Visitor,FALSE
2,53.4,0,0,3,66.4,0,0.04,0,0,Oct,1,1,4,3,Returning_Visitor,TRUE
1,0,0,0,10,645.2,0.03,0.05,0,0,Jul,3,2,4,1,Returning_Visitor,FALSE
1,21.2,0,0,0,0,0.05,0.1,0,0,Oct,1,1,1,5,Returning_Visitor,FALSE
7,101.0833333,0,0,26,349.1166667,0.006060606,0.023484848,39.41924911,0,Aug,2,4,3,4,Returning_Visitor,FALSE
6,333.54,0,0,12,568.1,0,0.0125,19.63031016,0,Nov,2,4,5,2,New_Visitor,FALSE
0,0,0,0,3,35.4,0,0.066666667,0,0,Nov,1,1,1,1,Returning_Visitor,FALSE
1,29.2,0,0,0,0,0,0.066666667,0,0,Nov,1,1,4,2,Returning_Visitor,TRUE
2,27.46666667,3,245.8,28,524.06,0.02,0.054666667,20.42600013,0,Oct,2,2,7,1,Returning_Visitor,FALSE
9,178.52,3,183.2666667,7,205.8566667,0,0.035555556,0,0,Jul,2,2,1,2,New_Visitor,FALSE
2,42.4,0,0,5,163.2,0,0.028571429,20.71678117,0,Aug,2,10,3,3,Returning_Visitor,FALSE
1,7,2,15,17,2269.9,0,0.019047619,0,0,Jul,2,2,3,4,Returning_Visitor,FALSE
0,0,0,0,80,1566.333333,0.005,0.027916667,0.720181023,0,Sep,2,2,6,1,Returning_Visitor,FALSE
2,58.4,0,0,24,589.8,0.032098765,0.05617284,1.696968944,0,Sep,2,2,1,1,Returning_Visitor,TRUE
0,0,0,0,7,159.2,0.085714286,0.128571429,0,0,Aug,3,3,3,1,Returning_Visitor,TRUE
0,0,0,0,4,67.6,0.125,0.133333333,0,0,Jul,3,2,1,4,Returning_Visitor,FALSE
2,34.2,0,0,5,63.4,0,0.028571429,0,0,Jul,4,1,2,2,New_Visitor,FALSE
0,0,0,0,9,249.41,0.022222222,0.005128205,0,0,Nov,1,2,1,4,Returning_Visitor,FALSE
6,206.03,0,0,129,3778.345,0.010687023,0.024611656,2.169469761,0,Oct,2,2,1,3,Returning_Visitor,FALSE
15,149.0316092,2,1529.2,23,2128.704568,0.005714286,0.020425941,16.19731984,0,Oct,2,2,2,20,Returning_Visitor,FALSE
1,4,0,0,28,877.6666667,0,0.003571429,0,0,Nov,2,2,9,2,New_Visitor,TRUE
2,81.6,1,0,32,2230.600476,0.0125,0.023125,0,0,Jul,2,2,9,1,Returning_Visitor,FALSE
10,706.5566667,0,0,53,1572.816667,0.007017544,0.024948268,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE
7,155,0,0,20,252.9833333,0.008333333,0.025,0,0,Oct,2,2,1,3,Returning_Visitor,FALSE
5,174.3,0,0,39,794.7131148,0.032954545,0.056528671,0,0,Sep,1,2,1,1,Returning_Visitor,FALSE
5,399.2,2,34.3,42,1713.21619,0.062222222,0.090962963,3.16569129,0,June,2,2,6,13,Returning_Visitor,FALSE
0,0,0,0,7,245.4,0.025,0.08125,3.27121463,0,Sep,3,7,3,4,Returning_Visitor,FALSE
1,160.2,0,0,13,381.6166667,0,0.011904762,0,0,Oct,1,2,3,2,New_Visitor,FALSE
10,154.0229167,0,0,50,1388.052366,0.008611111,0.02038584,18.19675574,0,Sep,3,2,3,4,Returning_Visitor,FALSE
0,0,0,0,23,297.3,0.013636364,0.037207792,10.95661974,0,Sep,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,42,2084.479524,0.004761905,0.014920635,0,0,Oct,1,1,1,2,Returning_Visitor,FALSE
0,0,0,0,8,65.4,0.05,0.15,0,0,Aug,1,1,1,3,Returning_Visitor,FALSE
10,515.6133333,3,85.14,50,1558.62,0.003636364,0.011878788,12.12586885,0,Aug,3,2,4,4,Returning_Visitor,TRUE
5,209.2,0,0,18,447.1666667,0.008695652,0.041304348,0,0,Aug,1,1,1,1,Returning_Visitor,FALSE
5,161.1076923,5,108.3,44,2982.063248,0.016352201,0.037389344,5.721365099,0,Nov,1,1,4,1,Returning_Visitor,FALSE
4,80.6,0,0,39,639.4933333,0,0.005,0,0,Nov,1,2,1,20,Returning_Visitor,FALSE
3,16,0,0,63,3908.754762,0,0.001587302,1.298232174,0,Aug,4,1,6,4,Returning_Visitor,FALSE
6,446.3833333,0,0,28,789.1266667,0.01,0.012860238,37.5474164,0,Nov,2,2,1,2,Returning_Visitor,FALSE
12,221.7279167,4,144.2,136,5944.387373,0.011252599,0.031851593,2.045137389,0,Oct,2,5,1,1,Returning_Visitor,FALSE
6,130,2,14.2,30,2472.24,0.03537037,0.05723545,0,0,June,1,1,3,3,Returning_Visitor,FALSE
0,0,0,0,71,1057.2,0.122222222,0.129580026,0,0,June,3,2,2,13,Returning_Visitor,TRUE
5,141.14,0,0,12,305.24,0,0.013333333,0,0,June,2,2,9,3,Returning_Visitor,FALSE
8,287.7,0,0,20,531.56,0,0.012121212,0,0,Oct,2,2,9,20,New_Visitor,FALSE
9,449.8166667,0,0,17,200.95,0,0.024603175,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE
3,67.4,0,0,4,51.3,0,0.028571429,0,0,Oct,2,2,1,2,New_Visitor,TRUE
0,0,0,0,32,707.7,0.025,0.084375,0,0,June,2,2,6,13,Returning_Visitor,FALSE
7,76.15,0,0,67,1553.696667,0.008571429,0.019047619,0.68291229,0,June,2,2,2,13,Returning_Visitor,FALSE
3,61.65,7,380.9571429,102,3025.290325,0.014102564,0.019800052,11.43180835,0,Sep,3,2,1,2,Returning_Visitor,FALSE
1,146,0,0,7,221.4,0.025,0.0225,0,0,Nov,1,1,4,3,Returning_Visitor,FALSE
1,0,0,0,1,74.6,0.1,0.1,0,0,Oct,3,2,1,4,Returning_Visitor,FALSE
3,420.1,2,14.2,32,591.72,0.032432432,0.043745174,0,0,Oct,1,1,1,3,Returning_Visitor,TRUE
0,0,1,2,33,2601.231408,0.005882353,0.011764706,177.7714536,0,Nov,2,2,7,20,Returning_Visitor,FALSE
0,0,0,0,10,204.6,0,0.02,0,0,Jul,2,2,1,1,Returning_Visitor,FALSE
19,230.3948365,3,48.3,111,3276.190541,0.0088,0.011027644,0.447038663,0,Jul,1,1,3,3,Returning_Visitor,FALSE
1,20.2,0,0,6,1561.2,0.028571429,0.057142857,0,0,Nov,4,2,3,1,Returning_Visitor,TRUE
0,0,0,0,53,952.1598198,0.015839126,0.037802052,0,0,Jul,3,2,8,1,Returning_Visitor,TRUE
0,0,0,0,9,145.9,0.022222222,0.074074074,0,0,June,1,1,2,3,Returning_Visitor,TRUE
4,183.6,0,0,19,457.9,0,0.022222222,0,0,Nov,1,1,1,4,Returning_Visitor,TRUE
5,28.58333333,0,0,45,649.8632035,0.006122449,0.02755102,0,0,Jul,3,2,6,5,Returning_Visitor,FALSE
17,96.16060606,5,174.7,75,2549.529127,0.011818182,0.047380485,0,0,Jul,2,2,4,4,Returning_Visitor,FALSE
0,0,2,20.2,11,473.8333333,0,0.025,0,0,June,3,2,8,3,Returning_Visitor,FALSE
4,104.2,0,0,19,456.9,0,0.0125,0,0,Aug,2,2,8,6,New_Visitor,TRUE
3,90.6,0,0,21,608.3033333,0,0.026666667,0,0,Sep,2,2,3,2,Returning_Visitor,FALSE
4,31.6,0,0,9,1760.7,0,0.003333333,0,0,Nov,4,2,9,2,Returning_Visitor,FALSE
2,337.6,0,0,2,8,0,0.04,0,0,Nov,2,2,1,2,New_Visitor,FALSE
3,49.4,4,321.4,91,6418.819048,0.018181818,0.046632997,13.83791777,0,Jul,2,2,1,3,Returning_Visitor,FALSE
2,46.4,1,29.2,12,303.2464286,0,0.015384615,0,0,Oct,1,1,3,2,New_Visitor,TRUE
13,345.0166667,0,0,90,1816.555008,0,0.004861111,86.31034266,0,Aug,4,2,3,4,Returning_Visitor,FALSE
1,119.8,0,0,10,175.35,0,0.009090909,0,0,Jul,1,1,5,3,Returning_Visitor,FALSE
0,0,0,0,14,343.52,0,0.028571429,0,0,Jul,3,2,8,1,Returning_Visitor,TRUE
3,346,1,15.2,29,1107.216667,0.006060606,0.006700972,69.91439226,0,Nov,2,2,5,2,Returning_Visitor,FALSE
5,91.31666667,0,0,29,1352.976722,0.01125,0.024522672,7.91345877,0,Nov,1,1,6,1,Returning_Visitor,FALSE
9,146.3,4,137.8166667,7,197.0666667,0,0.012631579,0,0,June,2,5,2,2,Returning_Visitor,TRUE
2,72.6,0,0,9,198.7,0,0.018181818,0,0,Sep,2,2,7,6,Returning_Visitor,TRUE
0,0,0,0,26,710,0.003846154,0.017521368,0,0,Aug,3,3,4,4,Returning_Visitor,FALSE
8,192.4333333,2,53.4,45,1372.875238,0.004166667,0.00625,0,0,Sep,4,1,1,3,New_Visitor,FALSE
5,136.1,0,0,45,1424.804887,0,0.008333333,10.19295165,0,Nov,2,2,6,2,Returning_Visitor,TRUE
2,40.2,2,26.1,10,186.7,0,0.021428571,0,0,Oct,2,2,3,3,New_Visitor,FALSE
0,0,0,0,17,1338.8,0.058823529,0.094117647,0,0,Aug,2,2,3,13,Returning_Visitor,FALSE
6,202.4,1,0,22,2006.046667,0.007142857,0.032738095,8.052231522,0,Nov,6,5,4,2,Returning_Visitor,FALSE
0,0,0,0,2,12,0,0.1,0,0,Aug,1,1,1,4,Returning_Visitor,TRUE
0,0,0,0,54,2593.1,0.018181818,0.039393939,0,0,Aug,2,2,1,3,Returning_Visitor,FALSE
2,168.4,0,0,10,208,0,0.008333333,0,0,Nov,3,2,5,2,New_Visitor,FALSE
7,234.4333333,0,0,85,6743.39876,0.013768116,0.033907028,0,0,Oct,2,2,8,13,Returning_Visitor,FALSE
6,102.4,2,44.4,33,688.3142857,0,0.022222222,0,0,Sep,2,2,3,3,Returning_Visitor,FALSE
5,170.8333333,0,0,79,1193.517172,0,0.002821869,0,0,Oct,4,1,1,2,Returning_Visitor,TRUE
7,312.8,1,4,155,2374.966713,0.025906525,0.039077841,0,0,Jul,3,2,4,13,Returning_Visitor,FALSE
3,41.3,0,0,4,55.9,0,0.014285714,0,0,June,3,2,8,2,New_Visitor,FALSE
1,29.2,0,0,7,75.6,0,0.025,0,0,Aug,1,1,4,2,New_Visitor,TRUE
3,95.6,0,0,10,337.1,0.008333333,0.029166667,0,0,Jul,1,1,9,3,Returning_Visitor,FALSE
0,0,0,0,48,476.3600939,0.000694444,0.028639403,0,0,Aug,1,1,1,2,Returning_Visitor,FALSE
0,0,1,0,26,653.4,0.041333333,0.067142857,0,0,Jul,2,2,2,1,Returning_Visitor,TRUE
0,0,0,0,5,291.2,0.18,0.186666667,0,0,Oct,3,2,8,20,Returning_Visitor,FALSE
1,10.1,0,0,10,256.1857143,0,0.007407407,46.84856664,0,Aug,1,1,2,2,New_Visitor,TRUE
0,0,1,217.6,77,1690.489222,0.011842105,0.027846816,0,0,Sep,3,2,6,1,Returning_Visitor,TRUE
4,296.2,0,0,33,920.4,0,0.013513514,0,0,Oct,1,1,1,5,Returning_Visitor,FALSE
3,294.2,2,108.9,60,1994.023778,0.022153846,0.037014927,0,0,Sep,3,2,6,2,Returning_Visitor,FALSE
18,198.99,2,28.2,53,2387.596667,0,0.007692308,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE
1,14.2,1,26.2,3,25.2,0,0.04,0,0,Nov,6,2,9,2,Returning_Visitor,FALSE
7,145.98,0,0,36,646.1533333,0,0.017719298,22.08032319,0,Aug,2,2,2,2,Returning_Visitor,FALSE
0,0,0,0,9,980.5666667,0,0.011111111,78.56959864,0,Sep,2,2,5,2,New_Visitor,FALSE
1,9,0,0,22,1889.25,0,0.024603175,0,0,Aug,2,2,7,6,Returning_Visitor,FALSE
8,98.4,0,0,16,156.3333333,0,0.007843137,0,0,Oct,2,2,3,1,Returning_Visitor,FALSE
11,211.0333333,3,173.2333333,62,1340.676667,0.000391389,0.019726027,17.42324027,0,Aug,2,2,7,2,Returning_Visitor,FALSE
9,356.7464198,4,1109.533333,81,6847.936896,0.015227273,0.022982896,5.046329077,0,Oct,1,1,3,1,Returning_Visitor,FALSE
2,32.2,0,0,11,222.5,0,0.015384615,0,0,Aug,2,2,1,4,Returning_Visitor,TRUE
9,233.6224044,0,0,35,1941.066667,0.01255814,0.02917153,0,0,Aug,3,2,7,2,Returning_Visitor,FALSE
0,0,0,0,40,1161.9,0.055,0.08,0,0,Sep,1,8,6,1,Returning_Visitor,FALSE
7,611.0333333,2,13,81,1719.375714,0.004494382,0.009737828,6.49444108,0,Oct,1,1,6,2,Returning_Visitor,TRUE
1,71.6,0,0,7,286.7,0,0.008333333,0,0,Aug,1,1,7,3,New_Visitor,FALSE
0,0,0,0,22,817.9590698,0.056060606,0.079518398,0,0,Sep,3,2,3,1,Returning_Visitor,TRUE
13,869.1666667,2,28.2,97,2865.817778,0.009345794,0.024205607,0,0,Oct,2,6,1,1,Returning_Visitor,FALSE
9,524.9333333,2,30.66666667,31,1157.444833,0.005698006,0.02881889,10.79674946,0,Nov,2,2,3,1,Returning_Visitor,TRUE
1,159.2,0,0,21,526.5,0,0.009090909,0,0,Aug,3,2,1,1,Returning_Visitor,TRUE
6,90.6,0,0,10,384.8,0,0.015384615,0,0,Aug,1,2,3,2,New_Visitor,TRUE
14,181.0733333,3,58.4,18,450.5066667,0,0.011111111,0,0,Oct,2,2,1,3,Returning_Visitor,TRUE
5,73.8,0,0,5,82.5,0,0.028571429,0,0,Aug,2,5,6,5,New_Visitor,FALSE
4,95.8,2,35.7,14,380.2666667,0,0.011111111,0,0,Oct,2,4,7,2,New_Visitor,FALSE
1,5,0,0,7,1252.766667,0.025,0.021428571,0,0,Sep,1,2,7,4,Returning_Visitor,FALSE
4,46.4,0,0,5,61.4,0,0.014285714,0,0,Oct,2,2,4,4,New_Visitor,FALSE
4,45.4,0,0,14,339,0,0.010526316,0,0,Jul,2,2,1,5,New_Visitor,FALSE
4,47.8,0,0,7,183,0.018181818,0.072727273,0,0,Jul,3,3,3,4,Returning_Visitor,FALSE
0,0,0,0,23,798.3,0.026086957,0.047826087,0,0,Aug,2,2,5,1,Returning_Visitor,FALSE
9,228.2,1,0,7,186.4,0.02,0.03,0,0,Nov,2,2,1,20,Returning_Visitor,FALSE
3,31.2,1,42.4,13,134.45,0,0.0125,0,0,Nov,2,2,6,2,New_Visitor,FALSE
3,180.4,0,0,12,2646.4,0.042857143,0.052380952,0,0,Oct,2,2,2,20,Returning_Visitor,FALSE
8,352.4,1,49.73333333,12,309.7,0.011764706,0.014705882,0,0,Sep,3,2,1,4,Returning_Visitor,FALSE
3,86.6,0,0,35,596.0333333,0,0.005263158,0,0,Oct,2,5,1,2,New_Visitor,FALSE
0,0,0,0,45,1970,0.019259259,0.037925926,0,0,June,4,1,3,3,Returning_Visitor,FALSE
4,138.1,0,0,20,1708.98,0.0125,0.057936508,0,0,Sep,3,3,4,4,Returning_Visitor,TRUE
4,66.76,0,0,10,267.9,0,0.002777778,0,0,Aug,2,2,7,2,New_Visitor,FALSE
6,132.22,3,18,22,418.8444444,0,0.001020408,0,0,Oct,2,2,1,2,New_Visitor,TRUE
3,73.2,5,124.2666667,10,239.7,0,0.0025,0,0,Sep,2,2,5,1,New_Visitor,FALSE
3,72.4,0,0,3,86.6,0,0.033333333,0,0,June,1,1,7,3,Returning_Visitor,TRUE
16,590.925,0,0,54,2214.230303,0.009375,0.031076389,1.288569678,0,Oct,2,4,8,1,Returning_Visitor,FALSE
0,0,0,0,22,848.8407143,0,0.00952381,0,0,June,2,4,3,2,Returning_Visitor,FALSE
3,142.1333333,2,141.2,8,361.2333333,0.008333333,0.038888889,0,0,Oct,1,1,1,2,Returning_Visitor,TRUE
4,41.2,1,0,15,142.4,0.022222222,0.077777778,0,0,Jul,1,1,4,2,Returning_Visitor,FALSE
0,0,0,0,20,1116.473333,0.033,0.027954545,0,0,Oct,3,2,6,1,Returning_Visitor,FALSE
0,0,0,0,51,1219.054286,0,0.012113703,9.063088034,0,Aug,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,15,176.5,0.04,0.12,0,0,Jul,2,2,1,3,Returning_Visitor,FALSE
